proyecto,etapa_numero,etapa_nombre,transicion,evento,txid,network,explorer_preprod,confirmaciones_koios_2026-09-11
Torre Volumen 2,5,Estructura planta baja,Observar (InProgress→Observed),STAGE_TRANSITION,ae376b86bd727974574c77a007bd07e0f69b24963bbc2ae778b2a2975efc278f,Preprod,https://preprod.cardanoscan.io/transaction/ae376b86bd727974574c77a007bd07e0f69b24963bbc2ae778b2a2975efc278f,3550
Torre Volumen 2,5,Estructura planta baja,Reanudar (Observed→InProgress),STAGE_TRANSITION,0069507b3c1aba88ad4852cf56265c2bf729b7857f35458d4d495062533c9455,Preprod,https://preprod.cardanoscan.io/transaction/0069507b3c1aba88ad4852cf56265c2bf729b7857f35458d4d495062533c9455,3513
Torre Volumen 2,5,Estructura planta baja,Certificar (InProgress→Completed),STAGE_TRANSITION,3031b0198fce05fe9b25efa5e3b28138ab06bc1baf00a00c86599cad527102bf,Preprod,https://preprod.cardanoscan.io/transaction/3031b0198fce05fe9b25efa5e3b28138ab06bc1baf00a00c86599cad527102bf,3481
Torre Volumen 2,6,Estructura niveles superiores,Mint (declaración),STAGE_CREATED,de5e195779b814a20b9a37938ab245f0c0e9b6b599683c9d564f6a69439ff235,Preprod,https://preprod.cardanoscan.io/transaction/de5e195779b814a20b9a37938ab245f0c0e9b6b599683c9d564f6a69439ff235,3735
Torre Volumen 2,6,Estructura niveles superiores,Ancla evidencia,EVIDENCE_ANCHOR,40fd381daecbc1239c73afd07ae0d8907c39a6e99d77dc063158b608f1ac50c7,Preprod,https://preprod.cardanoscan.io/transaction/40fd381daecbc1239c73afd07ae0d8907c39a6e99d77dc063158b608f1ac50c7,3648
Torre Volumen 2,6,Estructura niveles superiores,Auto Pending→InProgress,STAGE_TRANSITION,c71d3593cacbd643498c26602fd557b4527c692f350c5ff35a76e95af04e3f0c,Preprod,https://preprod.cardanoscan.io/transaction/c71d3593cacbd643498c26602fd557b4527c692f350c5ff35a76e95af04e3f0c,3648
Torre Volumen 2,6,Estructura niveles superiores,Observar (InProgress→Observed),STAGE_TRANSITION,9d7696c5523f83fb3ebe2c8df7ba75c35eaaa92d53cc92c21468c68382b41dc9,Preprod,https://preprod.cardanoscan.io/transaction/9d7696c5523f83fb3ebe2c8df7ba75c35eaaa92d53cc92c21468c68382b41dc9,3548
Torre Volumen 2,6,Estructura niveles superiores,Reanudar (Observed→InProgress),STAGE_TRANSITION,a9cf646aca7a1b4d0fe16b31dbf2b8ed55f266689ea443d0b7c52efb31f70f6e,Preprod,https://preprod.cardanoscan.io/transaction/a9cf646aca7a1b4d0fe16b31dbf2b8ed55f266689ea443d0b7c52efb31f70f6e,3511
Torre Volumen 2,6,Estructura niveles superiores,Certificar (InProgress→Completed),STAGE_TRANSITION,cad2aa46265feefc9eadc0324fe139d94e3192ebd89898a13cfce4a453e77c85,Preprod,https://preprod.cardanoscan.io/transaction/cad2aa46265feefc9eadc0324fe139d94e3192ebd89898a13cfce4a453e77c85,3479
Torre Volumen 2,7,Cerramientos y mampostería,Mint (declaración),STAGE_CREATED,633a5f5980c845f408268a536d310083363ae56dd0b27997e8c3a8457e594952,Preprod,https://preprod.cardanoscan.io/transaction/633a5f5980c845f408268a536d310083363ae56dd0b27997e8c3a8457e594952,3733
Torre Volumen 2,7,Cerramientos y mampostería,Ancla evidencia,EVIDENCE_ANCHOR,158155667d6fb5fdc137407f3b998c75a8a14f0030c12f5457be5084c1614385,Preprod,https://preprod.cardanoscan.io/transaction/158155667d6fb5fdc137407f3b998c75a8a14f0030c12f5457be5084c1614385,3644
Torre Volumen 2,7,Cerramientos y mampostería,Auto Pending→InProgress,STAGE_TRANSITION,38b669b2f33c33d958b8f6f4ecafe2247045b05ada288aa8d1a20780bfbf84aa,Preprod,https://preprod.cardanoscan.io/transaction/38b669b2f33c33d958b8f6f4ecafe2247045b05ada288aa8d1a20780bfbf84aa,3644
Torre Volumen 2,7,Cerramientos y mampostería,Observar (InProgress→Observed),STAGE_TRANSITION,19ebb84a3808df8417577c7dcef4292d246dfed0a4c363d1596526b1ed214c2d,Preprod,https://preprod.cardanoscan.io/transaction/19ebb84a3808df8417577c7dcef4292d246dfed0a4c363d1596526b1ed214c2d,3547
Torre Volumen 2,7,Cerramientos y mampostería,Reanudar (Observed→InProgress),STAGE_TRANSITION,102cc832b73b5aa3c95f7adc339d4c170a2ece3a7a8076df7090795909aa4814,Preprod,https://preprod.cardanoscan.io/transaction/102cc832b73b5aa3c95f7adc339d4c170a2ece3a7a8076df7090795909aa4814,3510
Torre Volumen 2,7,Cerramientos y mampostería,Certificar (InProgress→Completed),STAGE_TRANSITION,315dbbc13bae27a06ef2af9025a6f637bbe6f7f53ede69b41f2c223c0b775d23,Preprod,https://preprod.cardanoscan.io/transaction/315dbbc13bae27a06ef2af9025a6f637bbe6f7f53ede69b41f2c223c0b775d23,3479
Torre Volumen 2,8,Instalaciones,Mint (declaración),STAGE_CREATED,735f7fab3ae469793fa1a4028f58c107f81849abd84ae60911d1f852222d1352,Preprod,https://preprod.cardanoscan.io/transaction/735f7fab3ae469793fa1a4028f58c107f81849abd84ae60911d1f852222d1352,3732
Torre Volumen 2,8,Instalaciones,Ancla evidencia,EVIDENCE_ANCHOR,4a37d7aaf2b6a51ea236e38bc7316a33d6aa944fc3f9b76497dfa93244cfeb4f,Preprod,https://preprod.cardanoscan.io/transaction/4a37d7aaf2b6a51ea236e38bc7316a33d6aa944fc3f9b76497dfa93244cfeb4f,3643
Torre Volumen 2,8,Instalaciones,Auto Pending→InProgress,STAGE_TRANSITION,5065f1bfc75da300f487d69fcc434df504010aa3127aec150291d1672f4aecab,Preprod,https://preprod.cardanoscan.io/transaction/5065f1bfc75da300f487d69fcc434df504010aa3127aec150291d1672f4aecab,3643
Torre Volumen 2,8,Instalaciones,Observar (InProgress→Observed),STAGE_TRANSITION,7cc8a4e5f24fc15f47c8d1b10d783cce7d0634840455b12d0ddfdfbe1a62a54c,Preprod,https://preprod.cardanoscan.io/transaction/7cc8a4e5f24fc15f47c8d1b10d783cce7d0634840455b12d0ddfdfbe1a62a54c,3545
Torre Volumen 2,8,Instalaciones,Reanudar (Observed→InProgress),STAGE_TRANSITION,faa7d80e3b9538dff557fde2d43fac7f44d1e1674c690cfadab61b7b0cb2c261,Preprod,https://preprod.cardanoscan.io/transaction/faa7d80e3b9538dff557fde2d43fac7f44d1e1674c690cfadab61b7b0cb2c261,3507
Torre Volumen 2,8,Instalaciones,Certificar (InProgress→Completed),STAGE_TRANSITION,74058d465ec1bf0517f214f57b6eea27c07d0d85fd5a7065611e90bc48d40e98,Preprod,https://preprod.cardanoscan.io/transaction/74058d465ec1bf0517f214f57b6eea27c07d0d85fd5a7065611e90bc48d40e98,3479
Torre Volumen 2,9,Terminaciones,Mint (declaración),STAGE_CREATED,c06642bba288567c32f141bd5da62ee82a52c12c23864473ba4120b6a7f1bd88,Preprod,https://preprod.cardanoscan.io/transaction/c06642bba288567c32f141bd5da62ee82a52c12c23864473ba4120b6a7f1bd88,3731
Torre Volumen 2,9,Terminaciones,Ancla evidencia,EVIDENCE_ANCHOR,ad7e1aefb94eb8a1b2867e33be8bf6d11fb79882bb9c8a0f2c008f912d9a1d0c,Preprod,https://preprod.cardanoscan.io/transaction/ad7e1aefb94eb8a1b2867e33be8bf6d11fb79882bb9c8a0f2c008f912d9a1d0c,3641
Torre Volumen 2,9,Terminaciones,Auto Pending→InProgress,STAGE_TRANSITION,35f7ce36629175fff331a418e1efadd917a0984fe86e02ad71d35b2c0da2bdbd,Preprod,https://preprod.cardanoscan.io/transaction/35f7ce36629175fff331a418e1efadd917a0984fe86e02ad71d35b2c0da2bdbd,3641
Torre Volumen 2,9,Terminaciones,Observar (InProgress→Observed),STAGE_TRANSITION,477a5c8bb0b2958ab8ace93f497fa2d8375b08b5d4fddfba79889a289f7dcca4,Preprod,https://preprod.cardanoscan.io/transaction/477a5c8bb0b2958ab8ace93f497fa2d8375b08b5d4fddfba79889a289f7dcca4,3544
Torre Volumen 2,9,Terminaciones,Reanudar (Observed→InProgress),STAGE_TRANSITION,96b9f7ab479256e13dbc9bdd35bc553903205e7eee900c7b9717395a6835b803,Preprod,https://preprod.cardanoscan.io/transaction/96b9f7ab479256e13dbc9bdd35bc553903205e7eee900c7b9717395a6835b803,3505
Torre Volumen 2,9,Terminaciones,Certificar (InProgress→Completed),STAGE_TRANSITION,5ed43e6c8240e65a654d21f85dee44c622ced1fb1bd287f76290893dd171b1de,Preprod,https://preprod.cardanoscan.io/transaction/5ed43e6c8240e65a654d21f85dee44c622ced1fb1bd287f76290893dd171b1de,3478
Torre Volumen 2,10,Final de obra y subdivisión,Mint (declaración),STAGE_CREATED,93f98d71bede9119dd49958f9ec002b879e542dafe53558f4a3605215911ff4f,Preprod,https://preprod.cardanoscan.io/transaction/93f98d71bede9119dd49958f9ec002b879e542dafe53558f4a3605215911ff4f,3729
Torre Volumen 2,10,Final de obra y subdivisión,Ancla evidencia,EVIDENCE_ANCHOR,c34314d4276c030a43919d9d0f13b82edb3f36cb2e90cc19dfdde6e253f4a3ed,Preprod,https://preprod.cardanoscan.io/transaction/c34314d4276c030a43919d9d0f13b82edb3f36cb2e90cc19dfdde6e253f4a3ed,3637
Torre Volumen 2,10,Final de obra y subdivisión,Auto Pending→InProgress,STAGE_TRANSITION,c6d7abb1f40c74f8e5a185e152c37bf27ea1f3c2370cdaba0a6614b484eca841,Preprod,https://preprod.cardanoscan.io/transaction/c6d7abb1f40c74f8e5a185e152c37bf27ea1f3c2370cdaba0a6614b484eca841,3637
Torre Volumen 2,10,Final de obra y subdivisión,Observar (InProgress→Observed),STAGE_TRANSITION,4875496d4d31421226fca6216e41225a8c6f19fb29c5b633bdb4732e2e76dbe0,Preprod,https://preprod.cardanoscan.io/transaction/4875496d4d31421226fca6216e41225a8c6f19fb29c5b633bdb4732e2e76dbe0,3541
Torre Volumen 2,10,Final de obra y subdivisión,Reanudar (Observed→InProgress),STAGE_TRANSITION,9ba0f810eb545ddf0060c9d092cdba0cbc563b53853c6509f9ec75f85b6da3ca,Preprod,https://preprod.cardanoscan.io/transaction/9ba0f810eb545ddf0060c9d092cdba0cbc563b53853c6509f9ec75f85b6da3ca,3504
Torre Volumen 2,10,Final de obra y subdivisión,Certificar (InProgress→Completed),STAGE_TRANSITION,937b31b71561537cce17ea8a50c85e85c5f69c8af679e8bff6763eb22cf81ab3,Preprod,https://preprod.cardanoscan.io/transaction/937b31b71561537cce17ea8a50c85e85c5f69c8af679e8bff6763eb22cf81ab3,3478
Torre Volumen 3,1,Adquisición del terreno,Mint (declaración),STAGE_CREATED,478b903123df671aa422103d75b89a5ef8fce216fb2888518f471d2451b1fee8,Preprod,https://preprod.cardanoscan.io/transaction/478b903123df671aa422103d75b89a5ef8fce216fb2888518f471d2451b1fee8,3721
Torre Volumen 3,1,Adquisición del terreno,Ancla evidencia,EVIDENCE_ANCHOR,439b10c4d6cde16501854011a7326c59b5315157c2b04708c1e23196398ede2e,Preprod,https://preprod.cardanoscan.io/transaction/439b10c4d6cde16501854011a7326c59b5315157c2b04708c1e23196398ede2e,3635
Torre Volumen 3,1,Adquisición del terreno,Auto Pending→InProgress,STAGE_TRANSITION,2d8e33cb04a1e05b7f552e0c6e143adc149c7f55daad9923dec1417605e6c830,Preprod,https://preprod.cardanoscan.io/transaction/2d8e33cb04a1e05b7f552e0c6e143adc149c7f55daad9923dec1417605e6c830,3635
Torre Volumen 3,1,Adquisición del terreno,Observar (InProgress→Observed),STAGE_TRANSITION,9c54abe7db22e85d1bcbcc0ca525142e41b104f4c1be8f711771377d4e0bc358,Preprod,https://preprod.cardanoscan.io/transaction/9c54abe7db22e85d1bcbcc0ca525142e41b104f4c1be8f711771377d4e0bc358,3541
Torre Volumen 3,1,Adquisición del terreno,Reanudar (Observed→InProgress),STAGE_TRANSITION,17881ea34c88ada58eef0bb6d77533243a4da08fed8ecfde0d16894509f486a2,Preprod,https://preprod.cardanoscan.io/transaction/17881ea34c88ada58eef0bb6d77533243a4da08fed8ecfde0d16894509f486a2,3504
Torre Volumen 3,1,Adquisición del terreno,Certificar (InProgress→Completed),STAGE_TRANSITION,1d0bc8acd3918d6f35801a183e91cfe74cf789fe12835357cb706d02765c0029,Preprod,https://preprod.cardanoscan.io/transaction/1d0bc8acd3918d6f35801a183e91cfe74cf789fe12835357cb706d02765c0029,3479
Torre Volumen 3,2,Proyecto ejecutivo,Mint (declaración),STAGE_CREATED,3144dac1045e54597f3df797b097b87a660c26477ba0595b91a68bc2be80d9ab,Preprod,https://preprod.cardanoscan.io/transaction/3144dac1045e54597f3df797b097b87a660c26477ba0595b91a68bc2be80d9ab,3717
Torre Volumen 3,2,Proyecto ejecutivo,Ancla evidencia,EVIDENCE_ANCHOR,f25230d359ca45f5aa0045412577cfc533f38bddc875ddc9ead7a0d131dc1ff6,Preprod,https://preprod.cardanoscan.io/transaction/f25230d359ca45f5aa0045412577cfc533f38bddc875ddc9ead7a0d131dc1ff6,3632
Torre Volumen 3,2,Proyecto ejecutivo,Auto Pending→InProgress,STAGE_TRANSITION,2195d5cc0e277172f5e76cc2b2e4c2453f8913481d1192eb156e8ce2cd5727c1,Preprod,https://preprod.cardanoscan.io/transaction/2195d5cc0e277172f5e76cc2b2e4c2453f8913481d1192eb156e8ce2cd5727c1,3632
Torre Volumen 3,2,Proyecto ejecutivo,Observar (InProgress→Observed),STAGE_TRANSITION,9f29b951d7eb9d2b03328b341dcf970a5b51bf3632324007e10c032dfd4850be,Preprod,https://preprod.cardanoscan.io/transaction/9f29b951d7eb9d2b03328b341dcf970a5b51bf3632324007e10c032dfd4850be,3539
Torre Volumen 3,2,Proyecto ejecutivo,Reanudar (Observed→InProgress),STAGE_TRANSITION,4a160f105af3eb4df18d96523240cde2c28ed14bf33c0ab84983e698c5e4e402,Preprod,https://preprod.cardanoscan.io/transaction/4a160f105af3eb4df18d96523240cde2c28ed14bf33c0ab84983e698c5e4e402,3504
Torre Volumen 3,2,Proyecto ejecutivo,Certificar (InProgress→Completed),STAGE_TRANSITION,02ccd48a5eceb2e511ab45adf6aa1d261f04791cb389a9a66332f9c760a80bc9,Preprod,https://preprod.cardanoscan.io/transaction/02ccd48a5eceb2e511ab45adf6aa1d261f04791cb389a9a66332f9c760a80bc9,3479
Torre Volumen 3,3,Movimiento de suelos y excavación,Mint (declaración),STAGE_CREATED,bf850b52b5c2884952da8731c9599b39eb7602a60171e42c79695ed00a3391b3,Preprod,https://preprod.cardanoscan.io/transaction/bf850b52b5c2884952da8731c9599b39eb7602a60171e42c79695ed00a3391b3,3716
Torre Volumen 3,3,Movimiento de suelos y excavación,Ancla evidencia,EVIDENCE_ANCHOR,835b6b83fb1edf009fe97f9d7197b0f111acc77da3acccd560cdc01a72abc49f,Preprod,https://preprod.cardanoscan.io/transaction/835b6b83fb1edf009fe97f9d7197b0f111acc77da3acccd560cdc01a72abc49f,3628
Torre Volumen 3,3,Movimiento de suelos y excavación,Auto Pending→InProgress,STAGE_TRANSITION,4b07aad729cd5a8861fdbcf00da201669ca333cb90d895d43d5a70e62b87c347,Preprod,https://preprod.cardanoscan.io/transaction/4b07aad729cd5a8861fdbcf00da201669ca333cb90d895d43d5a70e62b87c347,3628
Torre Volumen 3,3,Movimiento de suelos y excavación,Observar (InProgress→Observed),STAGE_TRANSITION,6657dcfdcb1614ee66f7c9c525c1f5f285e242076c2f222fea13916ca92bad2f,Preprod,https://preprod.cardanoscan.io/transaction/6657dcfdcb1614ee66f7c9c525c1f5f285e242076c2f222fea13916ca92bad2f,3538
Torre Volumen 3,3,Movimiento de suelos y excavación,Reanudar (Observed→InProgress),STAGE_TRANSITION,7948229bd3215f47760142496f48518a1399fd40aff113acee1ece60ec78c452,Preprod,https://preprod.cardanoscan.io/transaction/7948229bd3215f47760142496f48518a1399fd40aff113acee1ece60ec78c452,3504
Torre Volumen 3,3,Movimiento de suelos y excavación,Certificar (InProgress→Completed),STAGE_TRANSITION,13de262947dc69cf7e8e63c02b373dbfcdb8436a1a0d3855935d2f0a64b499ba,Preprod,https://preprod.cardanoscan.io/transaction/13de262947dc69cf7e8e63c02b373dbfcdb8436a1a0d3855935d2f0a64b499ba,3478
Torre Volumen 3,4,Cimentación,Mint (declaración),STAGE_CREATED,9b1bf8420d87c8ca697574ff3dfa2dd107c5ad5de54d4e6a07aa802f8a11abd1,Preprod,https://preprod.cardanoscan.io/transaction/9b1bf8420d87c8ca697574ff3dfa2dd107c5ad5de54d4e6a07aa802f8a11abd1,3715
Torre Volumen 3,4,Cimentación,Ancla evidencia,EVIDENCE_ANCHOR,ac7625e149a06742f57d7cc5a8ab215647d96b880ce35e0ef39fb08662d12248,Preprod,https://preprod.cardanoscan.io/transaction/ac7625e149a06742f57d7cc5a8ab215647d96b880ce35e0ef39fb08662d12248,3626
Torre Volumen 3,4,Cimentación,Auto Pending→InProgress,STAGE_TRANSITION,39d31941d695af5fc4cb5dd9e14d9331d6ab4a00e674d06eeb6ea3d69f5817cf,Preprod,https://preprod.cardanoscan.io/transaction/39d31941d695af5fc4cb5dd9e14d9331d6ab4a00e674d06eeb6ea3d69f5817cf,3626
Torre Volumen 3,4,Cimentación,Observar (InProgress→Observed),STAGE_TRANSITION,eab045b18ade0bda509b1bf52c63e4495feec0aa00757c1708136786b455d8ce,Preprod,https://preprod.cardanoscan.io/transaction/eab045b18ade0bda509b1bf52c63e4495feec0aa00757c1708136786b455d8ce,3538
Torre Volumen 3,4,Cimentación,Reanudar (Observed→InProgress),STAGE_TRANSITION,a91c57f134f0431df4d3065684a3c8d1ff7ae374d7fef6295bee6f4295bc9d4d,Preprod,https://preprod.cardanoscan.io/transaction/a91c57f134f0431df4d3065684a3c8d1ff7ae374d7fef6295bee6f4295bc9d4d,3503
Torre Volumen 3,4,Cimentación,Certificar (InProgress→Completed),STAGE_TRANSITION,f2e687527c8624bf006a5fd3708e98d4fa9c301d7ad2c943cb90d7907be93dfb,Preprod,https://preprod.cardanoscan.io/transaction/f2e687527c8624bf006a5fd3708e98d4fa9c301d7ad2c943cb90d7907be93dfb,3474
Torre Volumen 3,5,Estructura planta baja,Mint (declaración),STAGE_CREATED,14a043d42ae6b6d0167edd3ffc1622dd057bd5aea14fe7cfc41ca5e6f8237e62,Preprod,https://preprod.cardanoscan.io/transaction/14a043d42ae6b6d0167edd3ffc1622dd057bd5aea14fe7cfc41ca5e6f8237e62,3712
Torre Volumen 3,5,Estructura planta baja,Ancla evidencia,EVIDENCE_ANCHOR,237284c136ae30880d9dbad12ac912271f4d448356e9043ef5fb53a2dccc6769,Preprod,https://preprod.cardanoscan.io/transaction/237284c136ae30880d9dbad12ac912271f4d448356e9043ef5fb53a2dccc6769,3626
Torre Volumen 3,5,Estructura planta baja,Auto Pending→InProgress,STAGE_TRANSITION,b21dfeab948f0034759dba2d56b1f931ed63a6658535fde0128abb736774811e,Preprod,https://preprod.cardanoscan.io/transaction/b21dfeab948f0034759dba2d56b1f931ed63a6658535fde0128abb736774811e,3625
Torre Volumen 3,5,Estructura planta baja,Observar (InProgress→Observed),STAGE_TRANSITION,1f4d989bdceb2d8108ea5c52268badcce18d9c043856ab093ff965f5b76636e8,Preprod,https://preprod.cardanoscan.io/transaction/1f4d989bdceb2d8108ea5c52268badcce18d9c043856ab093ff965f5b76636e8,3535
Torre Volumen 3,5,Estructura planta baja,Reanudar (Observed→InProgress),STAGE_TRANSITION,aab113b3703f4022cabc4c952ac1bb0de79f4e91dbebdeaef1e1fbbddcd10b9b,Preprod,https://preprod.cardanoscan.io/transaction/aab113b3703f4022cabc4c952ac1bb0de79f4e91dbebdeaef1e1fbbddcd10b9b,3502
Torre Volumen 3,5,Estructura planta baja,Certificar (InProgress→Completed),STAGE_TRANSITION,81bffe18c3f0c4463f9317a72d291df2980b661443b7bd46332673639d8baab5,Preprod,https://preprod.cardanoscan.io/transaction/81bffe18c3f0c4463f9317a72d291df2980b661443b7bd46332673639d8baab5,3472
Torre Volumen 3,6,Estructura niveles superiores,Mint (declaración),STAGE_CREATED,0c12c54224a65068a2d61fb8512f20690f2ba1973bee572a8ade476624c6a64f,Preprod,https://preprod.cardanoscan.io/transaction/0c12c54224a65068a2d61fb8512f20690f2ba1973bee572a8ade476624c6a64f,3710
Torre Volumen 3,6,Estructura niveles superiores,Ancla evidencia,EVIDENCE_ANCHOR,6d1892ea8a7029e9309df5d39ccc340204c99189cc8939eafc1fecf5de94aedc,Preprod,https://preprod.cardanoscan.io/transaction/6d1892ea8a7029e9309df5d39ccc340204c99189cc8939eafc1fecf5de94aedc,3623
Torre Volumen 3,6,Estructura niveles superiores,Auto Pending→InProgress,STAGE_TRANSITION,60752955067bc36bdf48d76b501ef3712037e91659e28c8f7e7f1e480c70c52a,Preprod,https://preprod.cardanoscan.io/transaction/60752955067bc36bdf48d76b501ef3712037e91659e28c8f7e7f1e480c70c52a,3623
Torre Volumen 3,6,Estructura niveles superiores,Observar (InProgress→Observed),STAGE_TRANSITION,b47e4a9a55249dac7be2826793b89df0c3fd7e90419d4bc0dd7660c2e1987baf,Preprod,https://preprod.cardanoscan.io/transaction/b47e4a9a55249dac7be2826793b89df0c3fd7e90419d4bc0dd7660c2e1987baf,3535
Torre Volumen 3,6,Estructura niveles superiores,Reanudar (Observed→InProgress),STAGE_TRANSITION,6975287766f9dec81075afb6563b8e5edb9f0e33087cac49c32fd99444a5de66,Preprod,https://preprod.cardanoscan.io/transaction/6975287766f9dec81075afb6563b8e5edb9f0e33087cac49c32fd99444a5de66,3502
Torre Volumen 3,6,Estructura niveles superiores,Certificar (InProgress→Completed),STAGE_TRANSITION,c69626d201aa774d2f8235366f6efc9ebae5d975c333309f528ced956d1b8dcc,Preprod,https://preprod.cardanoscan.io/transaction/c69626d201aa774d2f8235366f6efc9ebae5d975c333309f528ced956d1b8dcc,3472
Torre Volumen 3,7,Cerramientos y mampostería,Mint (declaración),STAGE_CREATED,4d170440d8b8b916dc339bca9f0f9069d9cf34bf0df17ddc67a3d69b5e481498,Preprod,https://preprod.cardanoscan.io/transaction/4d170440d8b8b916dc339bca9f0f9069d9cf34bf0df17ddc67a3d69b5e481498,3709
Torre Volumen 3,7,Cerramientos y mampostería,Ancla evidencia,EVIDENCE_ANCHOR,dfb63807a7a2a15c112ff2284df7be28a25703af692cb4f0b394f4ed650b1c2d,Preprod,https://preprod.cardanoscan.io/transaction/dfb63807a7a2a15c112ff2284df7be28a25703af692cb4f0b394f4ed650b1c2d,3620
Torre Volumen 3,7,Cerramientos y mampostería,Auto Pending→InProgress,STAGE_TRANSITION,eb69ceb31f2152cb95dad6a87d5281acb30a4cf919ca6b644a81ef7c8a656149,Preprod,https://preprod.cardanoscan.io/transaction/eb69ceb31f2152cb95dad6a87d5281acb30a4cf919ca6b644a81ef7c8a656149,3620
Torre Volumen 3,7,Cerramientos y mampostería,Observar (InProgress→Observed),STAGE_TRANSITION,7d2318bf3b5aaee4afd6733734242ac1557225a7b2d9a142bf688bb7c822329d,Preprod,https://preprod.cardanoscan.io/transaction/7d2318bf3b5aaee4afd6733734242ac1557225a7b2d9a142bf688bb7c822329d,3534
Torre Volumen 3,7,Cerramientos y mampostería,Reanudar (Observed→InProgress),STAGE_TRANSITION,7a9b534233941030028d500af7d4a45e0d9b14832302fb9261705dc550531ed9,Preprod,https://preprod.cardanoscan.io/transaction/7a9b534233941030028d500af7d4a45e0d9b14832302fb9261705dc550531ed9,3502
Torre Volumen 3,7,Cerramientos y mampostería,Certificar (InProgress→Completed),STAGE_TRANSITION,207f2b4b8ebc56ecae155ed9c1d1bea2a713f709822fdb30a01bed13743fa885,Preprod,https://preprod.cardanoscan.io/transaction/207f2b4b8ebc56ecae155ed9c1d1bea2a713f709822fdb30a01bed13743fa885,3471
Torre Volumen 3,8,Instalaciones,Mint (declaración),STAGE_CREATED,d745e249f63ee6541e8926299ff5b90b4478996f27fb58614cabbb61a28b21a7,Preprod,https://preprod.cardanoscan.io/transaction/d745e249f63ee6541e8926299ff5b90b4478996f27fb58614cabbb61a28b21a7,3707
Torre Volumen 3,8,Instalaciones,Ancla evidencia,EVIDENCE_ANCHOR,36ebc69e2199fbe8da36d5d43499aebc3a84404e78da4dfff1e6371ed588e914,Preprod,https://preprod.cardanoscan.io/transaction/36ebc69e2199fbe8da36d5d43499aebc3a84404e78da4dfff1e6371ed588e914,3619
Torre Volumen 3,8,Instalaciones,Auto Pending→InProgress,STAGE_TRANSITION,2d0e210b6c3781c1024e118882571d3986a27cb06e180f05170013325215eb9b,Preprod,https://preprod.cardanoscan.io/transaction/2d0e210b6c3781c1024e118882571d3986a27cb06e180f05170013325215eb9b,3619
Torre Volumen 3,8,Instalaciones,Observar (InProgress→Observed),STAGE_TRANSITION,1a5399c3d5261967e7c18c8230374201f298b294b04a5e177236dd41ae82e6d2,Preprod,https://preprod.cardanoscan.io/transaction/1a5399c3d5261967e7c18c8230374201f298b294b04a5e177236dd41ae82e6d2,3534
Torre Volumen 3,8,Instalaciones,Reanudar (Observed→InProgress),STAGE_TRANSITION,1efb88123d2833aaf00838299dcf30bcb8dbe46f578ff4711b5a7d4b746b3734,Preprod,https://preprod.cardanoscan.io/transaction/1efb88123d2833aaf00838299dcf30bcb8dbe46f578ff4711b5a7d4b746b3734,3500
Torre Volumen 3,8,Instalaciones,Certificar (InProgress→Completed),STAGE_TRANSITION,fdf533c69cc1a0c2773f0e3938464c09f435e13dd4555d5bee8d64aed0e0001e,Preprod,https://preprod.cardanoscan.io/transaction/fdf533c69cc1a0c2773f0e3938464c09f435e13dd4555d5bee8d64aed0e0001e,3470
Torre Volumen 3,9,Terminaciones,Mint (declaración),STAGE_CREATED,0dae3d845591855b666ffd1997124c4ca640dae617481af879a2acd9574b58fd,Preprod,https://preprod.cardanoscan.io/transaction/0dae3d845591855b666ffd1997124c4ca640dae617481af879a2acd9574b58fd,3705
Torre Volumen 3,9,Terminaciones,Ancla evidencia,EVIDENCE_ANCHOR,3c08bf9dc899eb7c21b5d80f4f6c08d364a5a32b5ad5d6722ea6a30754a0d1eb,Preprod,https://preprod.cardanoscan.io/transaction/3c08bf9dc899eb7c21b5d80f4f6c08d364a5a32b5ad5d6722ea6a30754a0d1eb,3619
Torre Volumen 3,9,Terminaciones,Auto Pending→InProgress,STAGE_TRANSITION,385c2e0192531aa42d5a93fcf89d0c810fab71e3e60342222c8bf9155d2da0a8,Preprod,https://preprod.cardanoscan.io/transaction/385c2e0192531aa42d5a93fcf89d0c810fab71e3e60342222c8bf9155d2da0a8,3619
Torre Volumen 3,9,Terminaciones,Observar (InProgress→Observed),STAGE_TRANSITION,5f918bc177f99aadc44cde11f1abd2c5d25853ba0acab304051271acc1d7ac5c,Preprod,https://preprod.cardanoscan.io/transaction/5f918bc177f99aadc44cde11f1abd2c5d25853ba0acab304051271acc1d7ac5c,3533
Torre Volumen 3,9,Terminaciones,Reanudar (Observed→InProgress),STAGE_TRANSITION,44486b07ae68be5fdb7132541556bf84d45da5b8b1640dcdab7d3649304440c5,Preprod,https://preprod.cardanoscan.io/transaction/44486b07ae68be5fdb7132541556bf84d45da5b8b1640dcdab7d3649304440c5,3500
Torre Volumen 3,9,Terminaciones,Certificar (InProgress→Completed),STAGE_TRANSITION,792c435dd3827a92c1eaebba7330eb97ccdba9129178968b378d849ae04878ca,Preprod,https://preprod.cardanoscan.io/transaction/792c435dd3827a92c1eaebba7330eb97ccdba9129178968b378d849ae04878ca,3467
Torre Volumen 3,10,Final de obra y subdivisión,Mint (declaración),STAGE_CREATED,f0bdc168eedc9f1c473c82964ccd79e65e9f4b326ced5eb01940afaa65dab563,Preprod,https://preprod.cardanoscan.io/transaction/f0bdc168eedc9f1c473c82964ccd79e65e9f4b326ced5eb01940afaa65dab563,3704
